CustomerID,Age,Annual_Income_k,Spending_Score_1100,Income_to_Spending_Ratio,Age_Group,Spending_Behavior,Savings_Potential,Spending_Type
369,65,92.152,12,7.679333333333333,Senior,Low,80.152,High Savings
370,36,135.036,62,2.178,Middle-Aged,Medium,73.036,Balanced
371,21,134.049,80,1.6756125000000002,Young,High,54.04900000000001,High Spending
372,52,36.734,88,0.4174318181818182,Senior,High,-51.266,High Spending
373,66,147.443,83,1.7764216867469882,Senior,High,64.44300000000001,High Spending
374,34,36.069,8,4.508625,Middle-Aged,Low,28.069000000000003,High Savings
375,61,22.91,95,0.2411578947368421,Senior,High,-72.09,High Spending
376,45,83.479,21,3.975190476190476,Middle-Aged,Low,62.479,Balanced
377,47,91.264,81,1.126716049382716,Middle-Aged,High,10.263999999999996,High Spending
378,46,33.275,87,0.3824712643678161,Middle-Aged,High,-53.725,High Spending
379,63,82.274,80,1.028425,Senior,High,2.274000000000001,High Spending
380,23,110.776,70,1.5825142857142858,Young,High,40.775999999999996,High Spending
381,52,58.447,72,0.811763888888889,Senior,High,-13.552999999999997,High Spending
382,58,136.394,25,5.455760000000001,Senior,Low,111.394,High Savings
383,54,85.703,82,1.045158536585366,Senior,High,3.703000000000003,High Spending
384,41,86.09,89,0.9673033707865168,Middle-Aged,High,-2.9099999999999966,High Spending
385,46,27.26,12,2.271666666666667,Middle-Aged,Low,15.260000000000002,Balanced
386,66,122.581,15,8.172066666666668,Senior,Low,107.581,High Savings
387,63,13.812,59,0.23410169491525423,Senior,Medium,-45.188,High Spending
388,48,126.148,26,4.851846153846154,Middle-Aged,Low,100.148,High Savings
389,52,126.421,26,4.862346153846154,Senior,Low,100.421,High Savings
390,50,11.605,47,0.2469148936170213,Middle-Aged,Medium,-35.394999999999996,High Spending
391,69,82.303,32,2.57196875,Senior,Low,50.303,Balanced
392,38,86.125,10,8.6125,Middle-Aged,Low,76.125,High Savings
393,49,134.04,16,8.3775,Middle-Aged,Low,118.03999999999999,High Savings
394,40,14.324,71,0.20174647887323943,Middle-Aged,High,-56.676,High Spending
395,50,86.323,17,5.077823529411765,Middle-Aged,Low,69.323,High Savings
396,20,19.111,23,0.8309130434782609,Young,Low,-3.8889999999999993,High Spending
397,35,26.389,26,1.0149615384615385,Middle-Aged,Low,0.38899999999999935,High Spending
398,42,132.177,85,1.5550235294117647,Middle-Aged,High,47.17699999999999,High Spending
399,59,51.427,86,0.5979883720930232,Senior,High,-34.573,High Spending
400,48,132.883,7,18.983285714285717,Middle-Aged,Low,125.88300000000001,High Savings
401,20,141.189,14,10.084928571428572,Young,Low,127.189,High Savings
402,57,135.808,79,1.7190886075949365,Senior,High,56.80799999999999,High Spending
403,63,122.221,7,17.46014285714286,Senior,Low,115.221,High Savings
404,41,23.234,9,2.5815555555555556,Middle-Aged,Low,14.234000000000002,Balanced
405,67,63.441,48,1.3216875000000001,Senior,Medium,15.441000000000003,High Spending
406,49,10.846,72,0.15063888888888888,Middle-Aged,High,-61.153999999999996,High Spending
407,64,20.954,59,0.35515254237288135,Senior,Medium,-38.046,High Spending
408,39,89.239,87,1.0257356321839082,Middle-Aged,High,2.2390000000000043,High Spending
409,40,56.514,93,0.6076774193548388,Middle-Aged,High,-36.486,High Spending
410,19,98.236,82,1.198,Young,High,16.236000000000004,High Spending
411,44,107.579,95,1.1324105263157893,Middle-Aged,High,12.578999999999994,High Spending
412,59,147.541,94,1.5695851063829787,Senior,High,53.541,High Spending
413,19,52.101,39,1.335923076923077,Young,Medium,13.100999999999999,High Spending
414,43,74.323,99,0.7507373737373737,Middle-Aged,High,-24.677000000000007,High Spending
415,34,101.922,18,5.662333333333333,Middle-Aged,Low,83.922,High Savings
416,57,137.534,59,2.3310847457627117,Senior,Medium,78.53399999999999,Balanced
417,50,77.584,17,4.563764705882353,Middle-Aged,Low,60.584,High Savings
418,26,114.537,14,8.181214285714287,Young,Low,100.537,High Savings
419,60,88.477,31,2.8540967741935486,Senior,Low,57.477000000000004,Balanced
420,65,52.533,24,2.188875,Senior,Low,28.533,Balanced
421,56,11.828,99,0.11947474747474747,Senior,High,-87.172,High Spending
422,46,11.917,60,0.19861666666666666,Middle-Aged,Medium,-48.083,High Spending
423,59,30.618,45,0.6804,Senior,Medium,-14.382000000000001,High Spending
424,43,42.254,98,0.4311632653061224,Middle-Aged,High,-55.746,High Spending
425,52,115.292,3,38.43066666666667,Senior,Low,112.292,High Savings
426,67,57.362,37,1.5503243243243243,Senior,Medium,20.362000000000002,High Spending
427,42,30.128,43,0.7006511627906977,Middle-Aged,Medium,-12.872,High Spending
428,41,133.781,40,3.344525,Middle-Aged,Medium,93.781,Balanced
429,30,75.545,90,0.839388888888889,Young,High,-14.454999999999998,High Spending
430,24,92.18,55,1.6760000000000002,Young,Medium,37.18000000000001,High Spending
431,53,97.958,87,1.1259540229885057,Senior,High,10.957999999999998,High Spending
432,62,143.291,39,3.674128205128205,Senior,Medium,104.291,Balanced
433,37,49.809,15,3.3205999999999998,Middle-Aged,Low,34.809,Balanced
434,18,126.748,4,31.687,Young,Low,122.748,High Savings
435,25,15.287,93,0.1643763440860215,Young,High,-77.713,High Spending
436,63,18.512,86,0.2152558139534884,Senior,High,-67.488,High Spending
437,33,142.414,25,5.69656,Middle-Aged,Low,117.41399999999999,High Savings
438,31,118.872,13,9.144,Middle-Aged,Low,105.872,High Savings
439,29,103.07,82,1.256951219512195,Young,High,21.069999999999993,High Spending
440,68,89.767,33,2.7202121212121213,Senior,Low,56.766999999999996,Balanced
441,40,107.829,16,6.7393125,Middle-Aged,Low,91.829,High Savings
442,32,52.078,42,1.239952380952381,Middle-Aged,Medium,10.078000000000003,High Spending
443,45,116.288,66,1.761939393939394,Middle-Aged,Medium,50.288,High Spending
444,51,93.524,55,1.7004363636363637,Senior,Medium,38.524,High Spending
445,19,22.219,99,0.22443434343434346,Young,High,-76.781,High Spending
446,49,10.235,42,0.24369047619047618,Middle-Aged,Medium,-31.765,High Spending
447,40,52.929,34,1.556735294117647,Middle-Aged,Medium,18.929000000000002,High Spending
448,39,137.309,30,4.576966666666666,Middle-Aged,Low,107.309,High Savings
449,68,77.444,13,5.95723076923077,Senior,Low,64.444,High Savings
450,42,149.639,13,11.510692307692308,Middle-Aged,Low,136.639,High Savings
451,39,111.834,18,6.213,Middle-Aged,Low,93.834,High Savings
452,39,94.555,32,2.95484375,Middle-Aged,Low,62.55500000000001,Balanced
453,66,83.698,96,0.8718541666666666,Senior,High,-12.302000000000007,High Spending
454,69,134.45,99,1.358080808080808,Senior,High,35.44999999999999,High Spending
455,59,146.487,39,3.756076923076923,Senior,Medium,107.487,Balanced
456,23,53.925,46,1.1722826086956522,Young,Medium,7.924999999999997,High Spending
457,32,147.023,29,5.069758620689655,Middle-Aged,Low,118.023,High Savings
458,60,97.388,62,1.5707741935483872,Senior,Medium,35.388000000000005,High Spending
459,54,18.007,93,0.1936236559139785,Senior,High,-74.993,High Spending
460,50,68.596,62,1.1063870967741936,Middle-Aged,Medium,6.596000000000004,High Spending
461,25,131.101,57,2.3000175438596493,Young,Medium,74.101,Balanced
462,61,98.861,16,6.1788125,Senior,Low,82.861,High Savings
463,61,96.74,56,1.7274999999999998,Senior,Medium,40.739999999999995,High Spending
464,22,25.524,10,2.5524,Young,Low,15.524000000000001,Balanced
465,56,141.149,30,4.7049666666666665,Senior,Low,111.149,High Savings
466,21,135.501,25,5.42004,Young,Low,110.501,High Savings
467,23,30.611,84,0.36441666666666667,Young,High,-53.388999999999996,High Spending
468,62,24.06,5,4.811999999999999,Senior,Low,19.06,High Savings
469,49,53.303,65,0.8200461538461538,Middle-Aged,Medium,-11.697000000000003,High Spending
470,69,49.711,94,0.5288404255319149,Senior,High,-44.289,High Spending
471,47,83.34,49,1.7008163265306122,Middle-Aged,Medium,34.34,High Spending
472,64,112.974,3,37.658,Senior,Low,109.974,High Savings
473,52,77.728,45,1.7272888888888889,Senior,Medium,32.727999999999994,High Spending
474,57,21.246,14,1.5175714285714286,Senior,Low,7.245999999999999,High Spending
475,69,137.796,30,4.5931999999999995,Senior,Low,107.79599999999999,High Savings
476,33,102.263,68,1.5038676470588237,Middle-Aged,High,34.263000000000005,High Spending
477,30,145.09,18,8.060555555555556,Young,Low,127.09,High Savings
478,67,21.302,62,0.34358064516129033,Senior,Medium,-40.698,High Spending
479,59,77.506,37,2.0947567567567567,Senior,Medium,40.506,Balanced
480,47,51.157,25,2.04628,Middle-Aged,Low,26.156999999999996,Balanced
481,36,64.917,48,1.3524375,Middle-Aged,Medium,16.917,High Spending
482,34,106.646,65,1.6407076923076924,Middle-Aged,Medium,41.646,High Spending
483,36,93.122,53,1.7570188679245282,Middle-Aged,Medium,40.122,High Spending
484,45,34.519,79,0.4369493670886076,Middle-Aged,High,-44.481,High Spending
485,43,90.91,73,1.2453424657534247,Middle-Aged,High,17.909999999999997,High Spending
486,54,130.43,15,8.695333333333334,Senior,Low,115.43,High Savings
487,43,81.324,49,1.659673469387755,Middle-Aged,Medium,32.324,High Spending
488,40,15.408,88,0.17509090909090907,Middle-Aged,High,-72.592,High Spending
489,26,69.379,68,1.020279411764706,Young,High,1.3790000000000049,High Spending
490,29,35.053,12,2.9210833333333333,Young,Low,23.052999999999997,Balanced
491,18,141.994,59,2.406677966101695,Young,Medium,82.994,Balanced
492,18,108.723,37,2.9384594594594593,Young,Medium,71.723,Balanced
493,64,61.356,61,1.0058360655737706,Senior,Medium,0.35600000000000165,High Spending
494,51,20.789,43,0.4834651162790698,Senior,Medium,-22.211,High Spending
495,49,107.72,70,1.538857142857143,Middle-Aged,High,37.72,High Spending
496,65,76.656,39,1.9655384615384617,Senior,Medium,37.656000000000006,High Spending
497,42,54.028,56,0.9647857142857142,Middle-Aged,Medium,-1.9720000000000013,High Spending
498,57,74.484,63,1.1822857142857142,Senior,Medium,11.483999999999995,High Spending
499,62,42.154,46,0.9163913043478261,Senior,Medium,-3.8459999999999965,High Spending
500,18,12.336,88,0.14018181818181819,Young,High,-75.664,High Spending
